bairros_sp,causa_afastamento_1,causa_afastamento_2,causa_afastamento_3,motivo_desligamento,cbo,cnae_classe,distritos_sp,vinculo_ativo_31dez,faixa_etaria,faixa_hora_contrat,faixa_remun_dezem_sm,faixa_remun_media_sm,faixa_tempo_emprego,escolaridade,qtd_hora_contr,idade,ind_simples,mes_admissao,mes_desligamento,municipio,natureza_juridica,ind_portador_defic,qtd_dias_afastamento,raca_cor,vl_remun_dezembro_nom,vl_remun_dezembro_sm,vl_remun_media_nom,vl_remun_media_sm,cnae_subclasse,sexo_trabalhador,tamanho_estabelecimento,tempo_emprego,tipo_admissao,tipo_estab41,tipo_estab42,tipo_defic,tipo_vinculo,ind_trab_intermitente,ind_trab_parcial,ano,cod_siaf_municipio,cod_ibge_municipio,cod_tse_municipio,nome_municipio,nome_municipio_sem_acento,ocupacao,setor,contribuinte_senai,nome_tipo_vinculo,nome_genero,nivel_escolaridade,segmentacao_escolaridade
{ñ class},10,10,99,0,517330,80111,71,1,7,6,99,3,7,4,44,54,0,0,0,355030,2305,N,285,8,0000000000.00,000000.00,0000001761.58,000001.84,8011101,1,10,63.9,0,1,CNPJ,N,10,N,N,2018,7107,3550308,71072,SÃO PAULO,SAO PAULO,Vigilante,Outros,NÃO,CLT U/PJ IND,,,
9999,40,10,99,0,231210,84116,9999,1,6,4,5,4,7,9,21,49,0,0,0,350320,1031,N,64,9,0000002700.35,000002.88,0000002130.44,000002.26,8411600,1,10,113.2,0,1,CNPJ,N,10,N,N,2017,6163,3503208,61638,ARARAQUARA,ARARAQUARA,Professor de Nivel Superior do Ensino Fundamental (Primeira a Quarta Serie),Outros,NÃO,CLT U/PJ IND,,,
9999,10,10,10,0,414110,47113,9999,1,6,6,99,1,6,3,44,40,0,0,0,352590,2062,N,363,2,0000000000.00,000000.00,0000000676.34,000000.85,4711302,1,7,47.4,0,1,CNPJ,N,10,N,N,2015,6619,3525904,66192,JUNDIAÍ,JUNDIAI,Armazenista,Indústria de Alimentos,NÃO,CLT U/PJ IND,,,
9999,40,10,{ñ class},0,841408,86909,9999,1,7,5,3,3,7,3,36,56,0,4,0,350330,2143,N,60,2,0000000502.69,000001.43,0000000583.82,000001.73,8690999,2,7,68.4,0,1,CNPJ,N,10,N,N,2006,6165,3503307,61654,ARARAS,ARARAS,Cozinhador (Conservacao de Alimentos),Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,10,10,40,0,521110,25926,9999,1,5,6,3,2,4,7,44,31,0,0,0,350330,2062,N,106,8,0000000425.41,000001.02,0000000611.46,000001.46,2592602,1,5,17.9,0,1,CNPJ,N,10,N,N,2008,6165,3503307,61654,ARARAS,ARARAS,Vendedor de Comercio Varejista,Indústria Metalmecânica,CONTRIBUINTE,CLT U/PJ IND,,,
22,30,20,99,0,322230,86101,7,1,6,5,5,4,3,7,36,46,0,6,0,355030,2054,N,70,8,0000002325.15,000002.64,0000002069.19,000002.34,8610101,2,10,6.9,2,1,CNPJ,N,10,N,N,2016,7107,3550308,71072,SÃO PAULO,SAO PAULO,Auxiliar de Enfermagem,Indústria da Saúde,NÃO,CLT U/PJ IND,,,
1397,10,10,{ñ class},0,848305,47113,{ñ class},1,6,6,6,5,8,4,44,45,0,0,0,355030,2062,N,158,2,0000001485.80,000003.91,0000001381.95,000003.69,4711302,1,6,136.9,0,1,CNPJ,N,10,N,N,2007,7107,3550308,71072,SÃO PAULO,SAO PAULO,Padeiro,Indústria de Alimentos,NÃO,CLT U/PJ IND,,,
9999,10,10,10,0,411005,84116,9999,1,4,5,5,4,3,3,40,28,0,5,0,354870,1031,N,112,99,0000001811.95,000002.50,0000001811.95,000002.50,8411600,2,10,7.1,2,1,CNPJ,N,30,N,N,2014,7075,3548708,70750,SÃO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,"Auxiliar de Escritorio, em Geral",Outros,NÃO,ESTATUTARIO,,,
9999,40,10,{ñ class},0,715210,38114,9999,1,5,6,5,4,3,5,44,36,0,1,0,351907,2062,N,326,2,0000000851.40,000002.05,0000000825.02,000002.02,3811400,1,2,11.3,2,1,CNPJ,N,10,N,N,2008,2951,3519071,61727,HORTOLÂNDIA,HORTOLANDIA,Pedreiro,Indústria Química,NÃO,CLT U/PJ IND,,,
9999,10,10,99,0,252540,64221,9999,1,5,5,8,6,8,9,40,37,0,0,0,353440,2046,N,160,2,0000005480.79,000006.22,0000004043.76,000004.58,6422100,1,10,190.7,0,1,CNPJ,N,10,N,N,2016,6789,3534401,67890,OSASCO,OSASCO,Analista de Produtos Bancarios,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,40,10,{ñ class},0,622110,1130,9999,1,6,6,2,2,5,2,44,47,0,0,0,353290,4081,N,140,8,0000000229.44,000000.60,0000000531.42,000001.41,113000,1,10,32.7,0,3,CEI,N,25,N,N,2007,6759,3532900,67598,NOVA EUROPA,NOVA EUROPA,Trabalhador da Cultura de Cana-De-Acucar,"Óleo, Gás, Biocombustível e Energia",NÃO,CLT R/PF IND,,,
9999,40,10,99,0,621005,1512,9999,1,6,6,99,3,7,4,44,44,0,0,0,354430,4081,N,277,2,0000000000.00,000000.00,0000001246.75,000001.83,151202,1,2,91.9,0,3,CEI,N,25,N,N,2013,6987,3544301,69876,ROSEIRA,ROSEIRA,Trabalhador Agropecuario em Geral,Ausente da Carteira,NÃO,CLT R/PF IND,,,
9999,10,10,99,0,766205,47547,9999,1,3,6,3,3,3,7,44,20,1,3,0,354890,2135,N,38,2,0000001500.00,000001.50,0000001560.46,000001.56,4754703,1,3,9.9,2,1,CNPJ,N,10,N,N,2019,7079,3548906,70793,SÃO CARLOS,SAO CARLOS,Impressor (Serigrafia),Indústria da Construção Civil,NÃO,CLT U/PJ IND,,,
9999,10,10,{ñ class},0,622020,1130,9999,1,3,6,{ñ class},3,3,4,44,19,0,3,0,352970,4081,N,56,8,0000000000.00,000000.00,0000000650.60,000001.88,113000,1,10,9.7,2,3,CEI,N,75,N,N,2006,6695,3529708,66958,MIGUELÓPOLIS,MIGUELOPOLIS,Trabalhador Volante da Agricultura,"Óleo, Gás, Biocombustível e Energia",NÃO,CLT R/PF DET,,,
{ñ class},10,10,{ñ class},0,517215,84116,80,1,4,5,5,4,7,7,40,29,0,0,0,355030,1023,N,177,{ñ class},0000000943.21,000002.02,0000000943.21,000002.02,8411600,2,10,75.8,0,1,CNPJ,N,30,N,N,2009,7107,3550308,71072,SÃO PAULO,SAO PAULO,Guarda-Civil Municipal,Outros,NÃO,ESTATUTARIO,,,
9999,10,10,10,0,811770,22293,9999,1,6,6,99,3,4,7,44,41,0,0,0,350410,2062,N,279,8,0000000000.00,000000.00,0000001808.89,000001.89,2229399,2,7,21.7,0,1,CNPJ,N,10,N,N,2018,6181,3504107,61816,ATIBAIA,ATIBAIA,Moldador de Plastico por Injecao,Indústria do Plástico e da Borracha,CONTRIBUINTE,CLT U/PJ IND,,,
9999,40,10,99,0,521110,47130,9999,1,6,6,5,5,8,3,44,43,0,0,0,351440,2054,N,5,2,0000002363.34,000002.99,0000002462.53,000003.12,4713001,2,5,216.9,0,1,CNPJ,N,10,N,N,2015,6389,3514403,63894,DRACENA,DRACENA,Vendedor de Comercio Varejista,Outros,NÃO,CLT U/PJ IND,,,
9999,10,10,{ñ class},0,622110,10716,9999,1,5,6,{ñ class},{ñ class},3,2,44,32,0,3,0,350530,2046,N,176,2,0000000000.00,000000.00,0000000000.00,000000.00,1071600,1,10,9.0,1,1,CNPJ,N,20,N,N,2006,6205,3505302,62057,BARRA BONITA,BARRA BONITA,Trabalhador da Cultura de Cana-De-Acucar,"Óleo, Gás, Biocombustível e Energia",CONTRIBUINTE,CLT R/PJ IND,,,
9999,40,20,{ñ class},0,784205,15106,9999,1,6,6,4,2,7,7,44,41,0,0,0,354140,2062,N,213,4,0000000636.70,000001.67,0000000521.75,000001.37,1510600,2,10,76.9,0,1,CNPJ,N,10,N,N,2007,6929,3541406,69299,PRESIDENTE PRUDENTE,PRESIDENTE PRUDENTE,Alimentador de Linha de Producao,Indústria Têxtil-Vestuária e Couro-Calçadista,CONTRIBUINTE,CLT U/PJ IND,,,
1609,10,10,10,0,848310,47113,89,1,5,6,4,3,6,7,44,31,0,5,0,355030,2062,N,220,2,0000000634.28,000001.81,0000000615.91,000001.82,4711301,2,8,43.5,0,1,CNPJ,N,10,N,N,2006,7107,3550308,71072,SÃO PAULO,SAO PAULO,Confeiteiro,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,40,10,99,0,314410,23117,9999,1,6,6,99,4,8,8,44,42,0,0,0,350850,2062,N,365,2,0000000000.00,000000.00,0000002456.70,000002.57,2311700,1,9,246.9,0,1,CNPJ,N,10,N,N,2018,6271,3508504,62715,CAÇAPAVA,CACAPAVA,Tecnico em Manutencao de Maquinas,Indústria Química,CONTRIBUINTE,CLT U/PJ IND,,,
9999,50,20,40,0,421125,47113,9999,1,3,5,3,2,5,7,36,22,0,0,0,353670,2062,N,185,8,0000001015.97,000001.15,0000001089.27,000001.23,4711302,2,7,25.6,0,1,CNPJ,N,10,N,N,2016,6835,3536703,68357,PEDERNEIRAS,PEDERNEIRAS,Operador de Caixa,Indústria de Alimentos,NÃO,CLT U/PJ IND,,,
9999,40,10,40,0,515110,84116,9999,1,5,5,8,6,8,7,40,38,0,0,{ñ class},351380,1244,0,21,99,0000005536.78,000005.29,0000004850.10,000004.63,8411600,1,10,158.2,0,1,CNPJ,0,30,0,0,2020,6377,3513801,63770,DIADEMA,DIADEMA,Atendente de Enfermagem,Outros,NÃO,ESTATUTARIO,,,
9999,10,10,{ñ class},0,848520,10139,9999,1,5,6,4,3,7,4,44,33,1,3,0,354980,2062,N,361,2,0000000656.98,000001.87,0000000627.58,000001.85,1013901,2,8,93.1,0,1,CNPJ,N,10,N,N,2006,7097,3549805,70971,SÃO JOSÉ DO RIO PRETO,SAO JOSE DO RIO PRETO,Magarefe,Indústria de Alimentos,CONTRIBUINTE,CLT U/PJ IND,,,
9999,20,20,99,0,517310,86101,9999,1,5,5,1,1,4,7,36,36,0,0,0,351110,3069,N,197,2,0000000334.82,000000.38,0000000865.61,000000.97,8610101,2,7,22.7,0,1,CNPJ,N,10,N,N,2016,6323,3511102,63231,CATANDUVA,CATANDUVA,Agente de Seguranca,Indústria da Saúde,NÃO,CLT U/PJ IND,,,
9999,10,10,10,0,141415,47113,9999,1,5,6,{ñ class},5,7,6,44,34,0,0,0,353440,2062,N,339,8,0000000000.00,000000.00,0000001249.82,000003.57,4711301,1,8,112.9,0,1,CNPJ,N,10,N,N,2007,6789,3534401,67890,OSASCO,OSASCO,Gerente de Loja e Supermercado,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,30,10,30,0,352210,84116,9999,1,6,5,3,2,3,7,40,43,0,5,0,350280,1031,N,11,99,0000001369.57,000001.37,0000001291.08,000001.29,8411600,2,10,7.4,2,1,CNPJ,N,31,N,N,2019,6155,3502804,61557,ARAÇATUBA,ARACATUBA,Agente de Saude Publica,Outros,NÃO,ESTAT RGPS,,,
9999,10,10,99,0,352310,84116,9999,1,5,6,5,3,4,7,44,39,0,0,0,354390,1031,N,31,99,0000001603.00,000002.03,0000001206.90,000001.52,8411600,2,10,22.9,0,1,CNPJ,N,30,N,N,2015,6979,3543907,69795,RIO CLARO,RIO CLARO,Agente Fiscal de Qualidade,Outros,NÃO,ESTATUTARIO,,,
9999,10,10,99,0,724315,33147,9999,1,5,6,4,3,5,7,44,31,1,0,0,351740,2305,N,21,4,0000001731.56,000001.81,0000001808.98,000001.88,3314711,1,4,32.9,0,1,CNPJ,N,10,N,N,2018,6449,3517406,64491,GUAÍRA,GUAIRA,Soldador,Indústria Metalmecânica,CONTRIBUINTE,CLT U/PJ IND,,,
1282,70,10,70,0,513435,56112,70,1,2,3,3,2,3,6,20,16,0,5,0,355030,2062,N,12,8,0000000897.60,000001.13,0000000847.78,000001.07,5611203,2,6,7.8,1,1,CNPJ,N,10,N,N,2015,7107,3550308,71072,SÃO PAULO,SAO PAULO,Atendente de Lanchonete,Indústria de Alimentos,NÃO,CLT U/PJ IND,,,
9999,10,10,99,0,414105,47113,9999,1,7,6,99,3,4,7,44,52,0,0,0,355400,2062,N,206,2,0000000000.00,000000.00,0000001062.93,000001.70,4711302,1,6,21.5,0,1,CNPJ,N,10,N,N,2012,7181,3554003,71811,TATUÍ,TATUI,Almoxarife,Indústria de Alimentos,NÃO,CLT U/PJ IND,,,
9999,50,10,10,0,331105,84116,9999,1,5,4,7,6,5,9,25,30,0,0,0,351880,1031,N,166,99,0000004074.56,000004.08,0000004134.15,000004.13,8411600,2,10,25.2,0,1,CNPJ,N,30,N,N,2019,6477,3518800,64777,GUARULHOS,GUARULHOS,Professor de Nivel Medio na Educacao Infantil,Outros,NÃO,ESTATUTARIO,,,
{ñ class},40,10,{ñ class},0,517215,84116,80,1,4,5,5,4,7,7,40,27,0,0,0,355030,1023,N,31,{ñ class},0000001104.60,000002.66,0000001020.27,000002.51,8411600,1,10,62.8,0,1,CNPJ,N,30,N,N,2008,7107,3550308,71072,SÃO PAULO,SAO PAULO,Guarda-Civil Municipal,Outros,NÃO,ESTATUTARIO,,,
9999,10,10,{ñ class},0,514205,38114,9999,1,5,6,5,4,5,2,44,32,0,0,0,352940,2062,N,4,8,0000001134.14,000002.43,0000001131.38,000002.45,3811400,1,7,30.8,0,1,CNPJ,N,10,N,N,2009,6689,3529401,66893,MAUÁ,MAUA,Coletor de Lixo Domiciliar,Indústria Química,NÃO,CLT U/PJ IND,,,
9999,10,20,{ñ class},0,783225,49302,9999,1,5,6,3,3,5,5,44,31,1,7,0,350160,2062,N,67,8,0000000527.50,000001.50,0000000528.88,000001.56,4930202,1,5,29.1,0,1,CNPJ,N,10,N,N,2006,6131,3501608,61310,AMERICANA,AMERICANA,Ajudante de Motorista,Logística,NÃO,CLT U/PJ IND,,,
9999,40,10,99,0,811805,21211,9999,1,6,5,7,5,8,7,40,49,0,0,0,351907,2054,N,103,2,0000004482.95,000004.69,0000003547.53,000003.71,2121101,1,10,133.8,0,1,CNPJ,N,10,N,N,2018,2951,3519071,61727,HORTOLÂNDIA,HORTOLANDIA,Operador de Maquina de Produtos Farmaceuticos,Indústria da Saúde,CONTRIBUINTE,CLT U/PJ IND,,,
{ñ class},40,10,40,0,331105,84116,80,1,6,5,9,8,8,9,40,45,0,0,0,355030,1031,N,92,99,0000007114.11,000008.08,0000006925.52,000007.86,8411600,2,10,147.3,0,1,CNPJ,N,30,N,N,2016,7107,3550308,71072,SÃO PAULO,SAO PAULO,Professor de Nivel Medio na Educacao Infantil,Outros,NÃO,ESTATUTARIO,,,
9999,10,10,{ñ class},0,828110,23427,9999,1,3,6,5,3,5,7,44,23,1,0,0,352590,2062,N,10,2,0000000846.61,000002.04,0000000804.73,000001.96,2342702,1,5,24.4,0,1,CNPJ,N,10,N,N,2008,6619,3525904,66192,JUNDIAÍ,JUNDIAI,Oleiro (Fabricacao de Tijolos),Indústria Química,CONTRIBUINTE,CLT U/PJ IND,,,
9999,10,10,10,0,715505,47440,9999,1,5,6,3,2,3,7,44,37,1,2,0,355220,2135,N,249,2,0000001045.00,000001.44,0000000994.94,000001.37,4744002,1,4,10.9,2,1,CNPJ,N,10,N,N,2014,7145,3552205,71455,SOROCABA,SOROCABA,Carpinteiro,Indústria de Madeira e Mobiliário,NÃO,CLT U/PJ IND,,,
1283,50,20,99,0,413110,69206,85,1,5,6,5,4,4,8,44,35,0,0,0,355030,2240,N,88,4,0000001942.73,000002.20,0000001862.01,000002.11,6920601,2,5,20.7,0,1,CNPJ,N,10,N,N,2016,7107,3550308,71072,SÃO PAULO,SAO PAULO,Auxiliar de Contabilidade,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,40,10,{ñ class},0,782220,52117,9999,1,6,5,{ñ class},7,6,7,36,46,0,1,0,354850,2054,N,334,2,0000000000.00,000000.00,0000002041.90,000005.96,5211799,1,8,59.9,0,1,CNPJ,N,10,N,N,2006,7071,3548500,70718,SANTOS,SANTOS,Operador de Empilhadeira,Logística,NÃO,CLT U/PJ IND,,,
9999,70,10,99,0,517330,80111,9999,1,5,6,5,4,7,7,44,33,0,0,0,350570,2062,N,85,8,0000001846.91,000002.55,0000001856.02,000002.55,8011101,1,10,61.9,0,1,CNPJ,N,10,N,N,2014,6213,3505708,62138,BARUERI,BARUERI,Vigilante,Outros,NÃO,CLT U/PJ IND,,,
{ñ class},10,10,40,0,517215,84116,80,1,6,5,9,8,8,8,40,43,0,0,0,355030,1023,N,156,{ñ class},0000003574.65,000007.68,0000003574.65,000007.68,8411600,1,10,21.0,0,1,CNPJ,N,30,N,N,2009,7107,3550308,71072,SÃO PAULO,SAO PAULO,Guarda-Civil Municipal,Outros,NÃO,ESTATUTARIO,,,
9999,10,10,99,0,331105,84116,9999,1,7,4,7,6,8,9,25,55,0,0,0,351880,1031,N,8,99,0000004028.59,000004.57,0000003982.65,000004.51,8411600,2,10,153.9,0,1,CNPJ,N,31,N,N,2016,6477,3518800,64777,GUARULHOS,GUARULHOS,Professor de Nivel Medio na Educacao Infantil,Outros,NÃO,ESTAT RGPS,,,
9999,10,10,{ñ class},0,715405,43304,9999,1,6,6,6,5,7,6,44,44,0,0,0,354990,2062,N,130,2,0000001245.00,000003.27,0000001184.50,000003.13,4330499,1,5,73.9,0,1,CNPJ,N,10,N,N,2007,7099,3549904,70998,SÃO JOSÉ DOS CAMPOS,SAO JOSE DOS CAMPOS,Operador de Betoneira,Indústria da Construção Civil,CONTRIBUINTE,CLT U/PJ IND,,,
9999,10,10,10,0,622505,1610,9999,1,7,6,99,1,3,2,44,57,0,1,0,351210,2054,N,353,2,0000000000.00,000000.00,0000000817.64,000000.87,161003,2,9,11.9,2,1,CNPJ,N,20,N,N,2017,6343,3512100,63436,COLÔMBIA,COLOMBIA,Trabalhador no Cultivo de Arvores Frutiferas,Ausente da Carteira,NÃO,CLT R/PJ IND,,,
99,40,10,40,0,331105,84116,80,1,8,5,8,7,8,9,40,68,0,0,0,355030,1031,N,20,99,0000005655.41,000006.03,0000005646.37,000006.02,8411600,2,10,143.2,0,1,CNPJ,N,30,N,N,2017,7107,3550308,71072,SÃO PAULO,SAO PAULO,Professor de Nivel Medio na Educacao Infantil,Outros,NÃO,ESTATUTARIO,,,
9999,10,10,99,0,239405,84116,9999,1,6,5,7,6,8,9,40,42,0,0,0,351880,1031,N,3,99,0000004233.24,000004.24,0000004163.08,000004.16,8411600,1,10,224.1,0,1,CNPJ,N,30,N,N,2019,6477,3518800,64777,GUARULHOS,GUARULHOS,Coordenador Pedagogico,Outros,NÃO,ESTATUTARIO,,,
1284,10,10,99,0,253215,64221,26,1,5,5,7,7,7,9,40,37,0,0,0,355030,2046,N,152,2,0000003055.84,000004.50,0000004190.37,000006.17,6422100,2,4,66.0,0,1,CNPJ,N,10,N,N,2013,7107,3550308,71072,SÃO PAULO,SAO PAULO,Gerente de Contas - Pessoa Fisica e Juridica,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,10,10,99,0,411005,69206,9999,1,7,6,99,99,5,9,44,51,1,0,{ñ class},351620,2240,0,365,2,0000000000.00,000000.00,0000000000.00,000000.00,6920601,2,3,34.9,0,1,CNPJ,0,10,0,0,2020,6425,3516200,64254,FRANCA,FRANCA,"Auxiliar de Escritorio, em Geral",Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,10,10,10,0,331205,84116,9999,1,5,3,7,6,8,10,20,35,0,0,0,355410,1031,N,241,99,0000004273.28,000004.56,0000004154.86,000004.43,8411600,2,10,130.9,0,1,CNPJ,N,30,N,N,2017,7183,3554102,71838,TAUBATÉ,TAUBATE,Professor de Nivel Medio no Ensino Fundamental,Outros,NÃO,ESTATUTARIO,,MESTRADO,SUPERIOR
{ñ class},40,10,{ñ class},0,725505,30318,64,1,6,6,{ñ class},5,6,5,44,46,0,0,0,355030,2062,N,157,8,0000000000.00,000000.00,0000001644.67,000003.61,3031800,1,9,40.9,0,1,CNPJ,N,10,N,N,2009,7107,3550308,71072,SÃO PAULO,SAO PAULO,Montador de Veiculos (Linha de Montagem),Indústria Automotiva,CONTRIBUINTE,CLT U/PJ IND,,,
9999,10,10,{ñ class},0,715210,42111,9999,1,7,6,{ñ class},3,8,2,44,63,0,0,0,353440,2062,N,178,8,0000000000.00,000000.00,0000000789.35,000001.94,4211101,1,2,258.9,0,1,CNPJ,N,10,N,N,2008,6789,3534401,67890,OSASCO,OSASCO,Pedreiro,Indústria da Construção Civil,CONTRIBUINTE,CLT U/PJ IND,,,
{ñ class},40,10,99,0,517215,84116,80,1,6,5,8,6,8,7,40,43,0,0,0,355030,1031,N,81,99,0000004832.96,000005.49,0000003905.68,000004.43,8411600,1,10,254.2,0,1,CNPJ,N,30,N,N,2016,7107,3550308,71072,SÃO PAULO,SAO PAULO,Guarda-Civil Municipal,Outros,NÃO,ESTATUTARIO,,,
9999,10,10,99,0,848510,47113,9999,1,6,6,5,3,6,7,44,40,0,0,0,352340,2062,N,225,2,0000002389.44,000002.55,0000001852.92,000001.97,4711302,2,7,50.4,0,1,CNPJ,N,10,N,N,2017,6569,3523404,65692,ITATIBA,ITATIBA,Acougueiro,Indústria de Alimentos,NÃO,CLT U/PJ IND,,,
9999,10,10,{ñ class},0,391205,28330,9999,1,4,6,6,4,5,7,44,25,0,0,0,352930,2062,N,54,2,0000001486.57,000003.19,0000001212.60,000002.63,2833000,1,9,31.9,0,1,CNPJ,N,10,N,N,2009,6687,3529302,66877,MATÃO,MATAO,Inspetor de Qualidade,Indústria Metalmecânica,CONTRIBUINTE,CLT U/PJ IND,,,
9999,40,10,40,0,322230,86101,9999,1,5,5,6,4,6,7,36,37,0,0,0,354340,3069,N,61,8,0000002131.61,000003.14,0000001862.23,000002.74,8610101,2,10,54.9,0,1,CNPJ,N,10,N,N,2013,6969,3543402,69698,RIBEIRÃO PRETO,RIBEIRAO PRETO,Auxiliar de Enfermagem,Indústria da Saúde,NÃO,CLT U/PJ IND,,,
9999,10,10,10,0,515120,84116,9999,1,4,5,4,3,7,7,40,29,0,0,0,351200,1031,N,16,2,0000000662.22,000001.59,0000000697.88,000001.70,8411600,1,9,63.2,0,1,CNPJ,N,10,N,N,2008,6341,3512001,63410,COLINA,COLINA,Visitador Sanitario,Outros,NÃO,CLT U/PJ IND,,,
53,40,10,{ñ class},0,411010,82202,69,1,6,5,{ñ class},2,7,8,36,43,0,0,0,355030,2054,N,365,2,0000000000.00,000000.00,0000000552.50,000001.18,8220200,2,10,89.9,0,1,CNPJ,N,10,N,N,2009,7107,3550308,71072,SÃO PAULO,SAO PAULO,Assistente Administrativo,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,40,10,99,0,513205,94910,9999,1,5,6,4,2,5,7,44,35,0,0,0,353050,3999,N,149,2,0000001586.50,000001.80,0000001318.36,000001.49,9491000,2,6,33.9,0,1,CNPJ,N,10,N,N,2016,6711,3530508,67113,MOCOCA,MOCOCA,Cozinheiro Geral,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,10,10,10,0,514225,84116,9999,1,7,5,2,3,8,4,40,53,0,0,0,351880,1031,N,44,99,0000000658.52,000000.69,0000001756.54,000001.83,8411600,2,10,341.8,0,1,CNPJ,N,31,N,N,2018,6477,3518800,64777,GUARULHOS,GUARULHOS,Trabalhador de Servicos de Limpeza e Conservacao de Areas Publicas,Outros,NÃO,ESTAT RGPS,,,
9999,40,10,{ñ class},0,911305,22196,9999,1,6,6,9,7,4,7,44,49,0,0,0,351380,2054,N,93,2,0000003698.79,000008.91,0000002235.43,000005.44,2219600,1,9,14.4,0,1,CNPJ,N,10,N,N,2008,6377,3513801,63770,DIADEMA,DIADEMA,"Mecanico de Manutencao de Maquinas, em Geral",Indústria do Plástico e da Borracha,CONTRIBUINTE,CLT U/PJ IND,,,
9999,20,20,20,0,813125,22226,9999,1,3,5,99,3,4,7,40,24,0,0,0,350550,2062,N,305,6,0000000000.00,000000.00,0000001210.88,000001.53,2222600,1,6,17.7,0,1,CNPJ,N,10,N,N,2015,6209,3505500,62090,BARRETOS,BARRETOS,"Operador de Producao (Quimica, Petroquimica e Afins)",Indústria do Plástico e da Borracha,CONTRIBUINTE,CLT U/PJ IND,,,
9999,20,20,99,0,517410,81125,9999,1,5,6,5,3,7,7,44,30,0,0,0,354850,3085,N,124,2,0000002041.43,000002.04,0000001930.68,000001.92,8112500,1,3,67.1,0,1,CNPJ,N,10,N,N,2019,7071,3548500,70718,SANTOS,SANTOS,Porteiro de Edificios,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,50,10,99,0,514320,45200,9999,1,4,6,3,2,5,6,44,29,1,0,0,354870,2062,N,127,2,0000000797.64,000001.10,0000000861.76,000001.18,4520001,2,4,33.9,0,1,CNPJ,N,10,N,N,2014,7075,3548708,70750,SÃO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,Faxineiro,Indústria Automotiva,CONTRIBUINTE,CLT U/PJ IND,,,
1282,10,10,{ñ class},0,322230,86101,70,1,4,5,6,5,7,7,36,27,0,5,0,355030,3999,N,268,2,0000001220.00,000003.48,0000001233.83,000003.66,8610101,2,10,103.3,0,1,CNPJ,N,10,N,N,2006,7107,3550308,71072,SÃO PAULO,SAO PAULO,Auxiliar de Enfermagem,Indústria da Saúde,NÃO,CLT U/PJ IND,,,
9999,10,10,40,0,514320,84116,9999,1,7,5,9,8,8,9,40,55,0,0,{ñ class},354340,1031,0,37,99,0000008367.31,000008.00,0000007797.51,000007.45,8411600,1,9,328.9,0,1,CNPJ,0,30,0,0,2020,6969,3543402,69698,RIBEIRÃO PRETO,RIBEIRAO PRETO,Faxineiro,Outros,NÃO,ESTATUTARIO,,,
9999,40,10,99,71,212410,86101,9999,1,7,5,6,5,8,7,36,54,0,0,0,354890,2143,N,30,2,0000003765.28,000003.94,0000003788.42,000003.96,8610101,2,8,257.7,0,1,CNPJ,N,10,N,N,2018,7079,3548906,70793,SÃO CARLOS,SAO CARLOS,Analista de Redes e de Comunicacao de Dados,Indústria da Saúde,NÃO,CLT U/PJ IND,,,
9999,20,20,20,0,517215,84116,9999,1,5,5,99,5,3,7,36,33,0,2,0,354340,1120,N,100,99,0000000000.00,000000.00,0000003085.57,000003.22,8411600,1,7,10.3,1,1,CNPJ,N,30,N,N,2018,6969,3543402,69698,RIBEIRÃO PRETO,RIBEIRAO PRETO,Guarda-Civil Municipal,Outros,NÃO,ESTATUTARIO,,,
201,40,10,99,0,322230,86305,7,1,7,4,6,3,8,7,30,59,0,0,0,355030,1031,N,314,8,0000002339.59,000003.45,0000001173.81,000001.73,8630503,2,10,137.7,0,1,CNPJ,N,10,N,N,2013,7107,3550308,71072,SÃO PAULO,SAO PAULO,Auxiliar de Enfermagem,Ausente da Carteira,NÃO,CLT U/PJ IND,,,
9999,10,10,10,0,331110,84116,9999,1,5,4,6,4,6,7,30,32,0,0,0,351880,1031,N,117,99,0000002284.95,000003.37,0000002038.17,000003.00,8411600,2,10,46.9,0,1,CNPJ,N,31,N,N,2013,6477,3518800,64777,GUARULHOS,GUARULHOS,Auxiliar de Desenvolvimento Infantil,Outros,NÃO,ESTAT RGPS,,,
9999,40,10,10,0,111415,84116,9999,1,7,5,8,7,7,9,40,63,0,0,0,354870,1031,N,105,99,0000006355.02,000006.78,0000006355.02,000006.78,8411600,2,10,71.1,0,1,CNPJ,N,35,N,N,2017,7075,3548708,70750,SÃO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,ND,Outros,NÃO,ESTAT N/EFET,,,
